model,features,accuracy,error%,rappel,precision,f1_score,average_precision_score,time_train,time_pred
Random Forest (n_estimators=250),HOG,0.9626297577854671,3.737024221453289,0.7857142857142857,1.0,0.88,0.8230845279288186,102.9741370677948,0.06580615043640137
Random Forest (n_estimators=100),HOG,0.9598615916955018,4.013840830449822,0.7738095238095238,0.9948979591836735,0.8705357142857143,0.8093078828169924,40.32663869857788,0.03545403480529785
Random Forest (n_estimators=25),HOG,0.9550173010380623,4.498269896193774,0.75,0.9895287958115183,0.8532731376975169,0.7857452127755937,9.85368037223816,0.018788576126098633
Random Forest (n_estimators=250),DAISY,0.9529411764705882,4.705882352941182,0.7301587301587301,1.0,0.8440366972477064,0.7772175536881419,310.748202085495,0.1780850887298584
AdaBoost (n_estimators=25),HOG,0.9522491349480969,4.775086505190307,0.8253968253968254,0.8927038626609443,0.8577319587628865,0.7672847612494463,108.41936779022217,0.39861273765563965
Random Forest (n_estimators=100),DAISY,0.9501730103806229,4.982698961937714,0.7142857142857143,1.0,0.8333333333333333,0.7641127039050915,122.88050770759583,0.1619584560394287
Logistic Regression (max_iter=200),DAISY,0.9480968858131488,5.190311418685123,0.7420634920634921,0.949238578680203,0.8329621380846325,0.7493779934587551,6.168310880661011,0.07933402061462402
Logistic Regression (max_iter=400),DAISY,0.9480968858131488,5.190311418685123,0.7420634920634921,0.949238578680203,0.8329621380846325,0.7493779934587551,6.293269395828247,0.08411717414855957
Random Forest (n_estimators=25),DAISY,0.9480968858131488,5.190311418685123,0.7222222222222222,0.9732620320855615,0.8291571753986333,0.7513543741917444,33.55776834487915,0.11891794204711914
Logistic Regression (max_iter=25),DAISY,0.9474048442906574,5.2595155709342585,0.7380952380952381,0.9489795918367347,0.8303571428571429,0.7461120582686858,4.770853757858276,0.07016158103942871
AdaBoost (n_estimators=25),DAISY,0.9474048442906574,5.2595155709342585,0.8015873015873016,0.8859649122807017,0.8416666666666667,0.7447802994606856,793.3323118686676,2.7428929805755615
AdaBoost (n_estimators=10),HOG,0.9356401384083045,6.435986159169548,0.75,0.863013698630137,0.802547770700637,0.6908588898895578,43.07311987876892,0.15490269660949707
KNN (k=3),HOG,0.9314878892733564,6.8512110726643645,0.6071428571428571,1.0,0.7555555555555554,0.6756549678695007,0.04582691192626953,0.3724851608276367
AdaBoost (n_estimators=10),DAISY,0.9301038062283737,6.989619377162626,0.7142857142857143,0.861244019138756,0.7809110629067244,0.6650012890042029,318.97293853759766,1.1560554504394531
KNN (k=3),DAISY,0.928719723183391,7.128027681660898,0.623015873015873,0.9515151515151515,0.7529976019184651,0.658552987445721,0.22247600555419922,2.234914541244507
SVC (kernel=poly),PIXEL,0.9245674740484429,7.543252595155714,0.6507936507936508,0.8864864864864865,0.7505720823798626,0.6378194308990157,38.08767867088318,7.751707315444946
AdaBoost (n_estimators=100),LPB,0.9245674740484429,7.543252595155714,0.6984126984126984,0.8421052631578947,0.7635574837310195,0.6407321648989833,389.332807302475,1.7661352157592773
SVC (kernel=rbf),PIXEL,0.9211072664359862,7.889273356401382,0.5634920634920635,0.9726027397260274,0.7135678391959799,0.624178492240302,38.43901085853577,15.850430250167847
SVC,PIXEL,0.9211072664359862,7.889273356401382,0.5634920634920635,0.9726027397260274,0.7135678391959799,0.624178492240302,38.328798055648804,15.437309265136719
Random Forest (n_estimators=3),HOG,0.9107266435986159,8.927335640138413,0.6349206349206349,0.8121827411167513,0.7126948775055679,0.5793394017306335,1.3814172744750977,0.01986527442932129
Random Forest (n_estimators=3),DAISY,0.9100346020761245,8.996539792387548,0.6507936507936508,0.7961165048543689,0.7161572052401747,0.5790072206304948,3.7454636096954346,0.12900662422180176
Decision Tree,DAISY,0.9093425605536333,9.065743944636672,0.7380952380952381,0.7410358565737052,0.7395626242544732,0.5926297774793068,551.7571196556091,0.1415572166442871
Random Forest (n_estimators=25),PIXEL,0.9072664359861592,9.273356401384081,0.5079365079365079,0.927536231884058,0.6564102564102564,0.5569426633967028,7.477570056915283,0.021920442581176758
Decision Tree,HOG,0.9065743944636678,9.342560553633216,0.7142857142857143,0.7407407407407407,0.7272727272727273,0.5789275187199062,92.41264843940735,0.005066871643066406
Random Forest (n_estimators=100),PIXEL,0.9044982698961938,9.550173010380625,0.4722222222222222,0.9596774193548387,0.6329787234042554,0.5452225260755789,33.204057455062866,0.0422368049621582
Random Forest (n_estimators=250),PIXEL,0.9010380622837371,9.896193771626294,0.4523809523809524,0.957983193277311,0.6145552560646901,0.5288750794435422,78.49783301353455,0.08469533920288086
KNN (k=3),LPB,0.9003460207612457,9.965397923875429,0.4880952380952381,0.8913043478260869,0.6307692307692307,0.5243147642688789,0.07199382781982422,0.49037814140319824
KNN (k=3),PIXEL,0.8975778546712803,10.242214532871973,0.4444444444444444,0.9333333333333333,0.6021505376344086,0.5117006279636037,0.0,5.544992208480835
SVC (kernel=poly),LPB,0.8948096885813149,10.519031141868506,0.4801587301587302,0.852112676056338,0.6142131979695431,0.49980677993373546,141.41759634017944,15.96115493774414
KNN (k=25),LPB,0.8920415224913495,10.79584775086505,0.4365079365079365,0.8870967741935484,0.5851063829787235,0.48549467857984435,0.07089543342590332,0.4998655319213867
AdaBoost (n_estimators=25),LPB,0.889273356401384,11.072664359861594,0.5396825396825397,0.7555555555555555,0.6296296296296297,0.48803695770247096,96.29989194869995,0.45514774322509766
KNN (k=25),DAISY,0.8816608996539792,11.83391003460208,0.3333333333333333,0.9655172413793104,0.495575221238938,0.43810205623831683,0.22385549545288086,2.375330924987793
SVC (kernel=rbf),LPB,0.8782006920415225,12.17993079584775,0.32142857142857145,0.9418604651162791,0.4792899408284023,0.4210799641333962,78.12711763381958,28.53920888900757
SVC,LPB,0.8782006920415225,12.17993079584775,0.32142857142857145,0.9418604651162791,0.4792899408284023,0.4210799641333962,78.24841809272766,26.829325914382935
AdaBoost (n_estimators=100),PIXEL,0.8768166089965398,12.318339100346021,0.4722222222222222,0.725609756097561,0.5721153846153846,0.4346905739818644,243.05650091171265,1.4391899108886719
AdaBoost (n_estimators=10),LPB,0.8761245674740484,12.387543252595156,0.4444444444444444,0.7417218543046358,0.5558312655086849,0.4265399706175159,38.75453424453735,0.18850135803222656
Logistic Regression (max_iter=25),PIXEL,0.873356401384083,12.6643598615917,0.4603174603174603,0.7116564417177914,0.5590361445783133,0.421705532928918,0.8873715400695801,0.024721384048461914
KNN (k=100),LPB,0.8719723183391004,12.802768166089962,0.2857142857142857,0.935064935064935,0.4376899696048632,0.3917288840669958,0.031247377395629883,0.5104885101318359
KNN (k=25),PIXEL,0.8705882352941177,12.941176470588234,0.2698412698412698,0.9577464788732394,0.4210526315789473,0.3857751661835681,0.0012462139129638672,5.902228116989136
SVC (kernel=sigmoid),HOG,0.8698961937716263,13.01038062283737,0.6587301587301587,0.6194029850746269,0.6384615384615385,0.4675349976103992,16.421375036239624,3.4976491928100586
Random Forest (n_estimators=25),LPB,0.8685121107266436,13.14878892733564,0.25396825396825395,0.9696969696969697,0.4025157232704402,0.37637605250061995,6.70430588722229,0.027395248413085938
Random Forest (n_estimators=100),LPB,0.8664359861591695,13.35640138408305,0.23412698412698413,1.0,0.37942122186495175,0.36769099796781457,25.856260299682617,0.040567874908447266
SVC,SIFT,0.8657439446366783,13.425605536332174,0.2896825396825397,0.8295454545454546,0.4294117647058823,0.3641802665807856,38.90873432159424,15.193414688110352
SVC (kernel=rbf),SIFT,0.8657439446366783,13.425605536332174,0.2896825396825397,0.8295454545454546,0.4294117647058823,0.3641802665807856,38.42835593223572,14.895724296569824
SVC (kernel=poly),SIFT,0.8657439446366783,13.425605536332174,0.3412698412698413,0.7543859649122807,0.46994535519125685,0.3723280712353741,58.76809024810791,10.297727346420288
KNN (k=25),HOG,0.8629757785467128,13.702422145328718,0.21428571428571427,1.0,0.35294117647058826,0.3513099357390015,0.027171611785888672,0.4281044006347656
Random Forest (n_estimators=3),PIXEL,0.8629757785467128,13.702422145328718,0.503968253968254,0.635,0.5619469026548672,0.40652503158125997,1.0224220752716064,0.02251720428466797
Random Forest (n_estimators=250),LPB,0.8622837370242215,13.771626297577855,0.21031746031746032,1.0,0.3475409836065574,0.3480337232932389,64.8518795967102,0.07700896263122559
AdaBoost (n_estimators=25),PIXEL,0.8602076124567474,13.979238754325262,0.34523809523809523,0.7016129032258065,0.46276595744680843,0.3564103535152201,61.239492416381836,0.35879063606262207
KNN (k=100),PIXEL,0.859515570934256,14.0484429065744,0.19444444444444445,1.0,0.32558139534883723,0.3349288735101884,0.0,5.840705633163452
KNN (k=250),LPB,0.857439446366782,14.256055363321796,0.1865079365079365,0.9791666666666666,0.31333333333333335,0.32449086660808113,0.03450298309326172,0.5271427631378174
SVC (kernel=poly),ORB,0.8519031141868512,14.809688581314884,0.2222222222222222,0.7567567567567568,0.34355828220858897,0.3038083065764727,57.938355684280396,11.512507915496826
KNN (k=250),PIXEL,0.8512110726643599,14.878892733564008,0.14682539682539683,1.0,0.25605536332179935,0.29561432416103695,0.000514984130859375,6.153916597366333
AdaBoost (n_estimators=10),PIXEL,0.8498269896193772,15.01730103806228,0.2857142857142857,0.6605504587155964,0.39889196675900274,0.3132961765386133,24.367666482925415,0.1469876766204834
SVC (kernel=rbf),ORB,0.8498269896193772,15.01730103806228,0.14682539682539683,0.9487179487179487,0.25429553264604815,0.2880848166315294,44.12912917137146,17.651684045791626
SVC,ORB,0.8498269896193772,15.01730103806228,0.14682539682539683,0.9487179487179487,0.25429553264604815,0.2880848166315294,44.377959966659546,17.904961109161377
KNN (k=250),ORB,0.8491349480968858,15.086505190311417,0.21825396825396826,0.7236842105263158,0.3353658536585366,0.2942791306409045,0.0010089874267578125,4.455822944641113
Decision Tree,PIXEL,0.8477508650519031,15.22491349480969,0.5634920634920635,0.5634920634920635,0.5634920634920635,0.39364787309259214,80.74360823631287,0.015702009201049805
Logistic Regression (max_iter=200),SIFT,0.8470588235294118,15.294117647058824,0.5317460317460317,0.5654008438818565,0.5480572597137013,0.3823105547340141,1.4330334663391113,0.012958765029907227
KNN (k=100),DAISY,0.8470588235294118,15.294117647058824,0.1349206349206349,0.918918918918919,0.2352941176470588,0.2748461758842382,0.22758007049560547,2.358055830001831
Logistic Regression (max_iter=400),SIFT,0.8470588235294118,15.294117647058824,0.5317460317460317,0.5654008438818565,0.5480572597137013,0.3823105547340141,1.4302928447723389,0.015445709228515625
SVC (kernel=sigmoid),SIFT,0.8463667820069204,15.363321799307961,0.3055555555555556,0.6209677419354839,0.4095744680851064,0.3108474098051618,25.066468238830566,5.446984529495239
Logistic Regression (max_iter=25),SIFT,0.8463667820069204,15.363321799307961,0.5595238095238095,0.5595238095238095,0.5595238095238095,0.3898835024205761,0.6259164810180664,0.018732309341430664
AdaBoost (n_estimators=100),SIFT,0.8463667820069204,15.363321799307961,0.39285714285714285,0.5892857142857143,0.4714285714285714,0.33738745498199285,116.02924370765686,0.9971537590026855
Linear SVC,SIFT,0.8463667820069204,15.363321799307961,0.5436507936507936,0.5614754098360656,0.5524193548387097,0.38483132725928687,7.932558536529541,0.012561321258544922
KNN (k=3),SIFT,0.8463667820069204,15.363321799307961,0.2619047619047619,0.6470588235294118,0.37288135593220334,0.298187510298237,0.0,3.9202511310577393
KNN (k=100),ORB,0.8429065743944637,15.70934256055363,0.30952380952380953,0.5954198473282443,0.40731070496083555,0.30471184432461806,0.0,4.1707923412323
KNN (k=100),HOG,0.841522491349481,15.847750865051902,0.09126984126984126,1.0,0.16727272727272727,0.2497473499203603,0.03374934196472168,0.46282219886779785
Random Forest (n_estimators=100),ORB,0.8394463667820069,16.05536332179931,0.08333333333333333,0.9545454545454546,0.15328467153284672,0.23940704624095627,4.294842720031738,0.024868488311767578
Random Forest (n_estimators=25),ORB,0.8387543252595155,16.124567474048447,0.10317460317460317,0.7878787878787878,0.1824561403508772,0.2376904653721263,1.062673568725586,0.0184781551361084
Random Forest (n_estimators=250),ORB,0.8380622837370242,16.193771626297583,0.07142857142857142,1.0,0.13333333333333333,0.23336628769154721,10.257999420166016,0.06879162788391113
KNN (k=25),ORB,0.8373702422145328,16.262975778546718,0.36904761904761907,0.5502958579881657,0.4418052256532067,0.31311997823842386,0.0,4.0041186809539795
AdaBoost (n_estimators=25),SIFT,0.8352941176470589,16.470588235294116,0.2777777777777778,0.5555555555555556,0.3703703703703704,0.28027254474774665,28.803178310394287,0.24151062965393066
KNN (k=250),DAISY,0.8339100346020761,16.608996539792386,0.05952380952380952,0.8333333333333334,0.1111111111111111,0.21361701543362444,0.21947145462036133,2.455292224884033
AdaBoost (n_estimators=25),ORB,0.8332179930795848,16.67820069204152,0.1626984126984127,0.5774647887323944,0.2538699690402477,0.23997336576165956,16.91901683807373,0.2795073986053467
KNN (k=25),SIFT,0.831833910034602,16.816608996539795,0.051587301587301584,0.7647058823529411,0.09665427509293678,0.20484703685395728,0.0,4.020451068878174
KNN (k=3),ORB,0.831833910034602,16.816608996539795,0.5238095238095238,0.5176470588235295,0.5207100591715976,0.35419344208271547,0.0,3.861374616622925
Random Forest (n_estimators=25),SIFT,0.8304498269896193,16.955017301038065,0.03968253968253968,0.7692307692307693,0.07547169811320754,0.19799907896793711,4.775879859924316,0.01641225814819336
AdaBoost (n_estimators=10),ORB,0.8304498269896193,16.955017301038065,0.047619047619047616,0.7058823529411765,0.08921933085501858,0.19970341077607512,6.805235385894775,0.10151839256286621
Logistic Regression (max_iter=200),PIXEL,0.827681660899654,17.2318339100346,0.5992063492063492,0.5050167224080268,0.5480943738656988,0.3725054202938963,5.787973403930664,0.02494335174560547
Linear SVC,PIXEL,0.8269896193771626,17.301038062283737,0.5555555555555556,0.5035971223021583,0.5283018867924528,0.3572848295757858,51.6651828289032,0.022948265075683594
KNN (k=250),HOG,0.8269896193771626,17.301038062283737,0.007936507936507936,1.0,0.015748031496062992,0.18094688855934532,0.05227255821228027,0.49626994132995605
Random Forest (n_estimators=100),SIFT,0.8269896193771626,17.301038062283737,0.007936507936507936,1.0,0.015748031496062992,0.18094688855934532,18.355554580688477,0.03126263618469238
AdaBoost (n_estimators=10),SIFT,0.8262975778546713,17.370242214532873,0.1111111111111111,0.509090909090909,0.1824104234527687,0.2115829576037188,11.617706537246704,0.099456787109375
Random Forest (n_estimators=250),SIFT,0.8256055363321799,17.439446366782008,0.0,0.0,,0.17439446366782008,46.18223333358765,0.061457157135009766
KNN (k=100),SIFT,0.8256055363321799,17.439446366782008,0.0,0.0,,0.17439446366782008,0.0,4.1321001052856445
AdaBoost (n_estimators=100),ORB,0.8256055363321799,17.439446366782008,0.23412698412698413,0.5,0.3189189189189189,0.2506275059043225,67.71226572990417,1.0300226211547852
KNN (k=250),SIFT,0.8256055363321799,17.439446366782008,0.0,0.0,,0.17439446366782008,0.0,4.573033809661865
Decision Tree,LPB,0.8207612456747405,17.92387543252595,0.5277777777777778,0.48717948717948717,0.5066666666666667,0.3394754482989777,39.86138319969177,0.02943277359008789
Logistic Regression (max_iter=25),ORB,0.8200692041522492,17.993079584775085,0.27380952380952384,0.4726027397260274,0.34673366834170855,0.2560467297313769,0.6313974857330322,0.01560354232788086
Random Forest (n_estimators=3),LPB,0.815916955017301,18.4083044982699,0.3055555555555556,0.4583333333333333,0.3666666666666667,0.26115356273228246,0.8832788467407227,0.026154518127441406
Logistic Regression (max_iter=400),ORB,0.813840830449827,18.615916955017298,0.3055555555555556,0.4502923976608187,0.3640661938534279,0.2586966101656808,1.8410847187042236,0.015612363815307617
Logistic Regression (max_iter=200),ORB,0.813840830449827,18.615916955017298,0.3055555555555556,0.4502923976608187,0.3640661938534279,0.2586966101656808,1.8050599098205566,0.006834983825683594
Logistic Regression (max_iter=400),PIXEL,0.8131487889273357,18.685121107266433,0.5793650793650794,0.47096774193548385,0.5195729537366549,0.3462186645689269,11.586437702178955,0.020868778228759766
SVC (kernel=sigmoid),ORB,0.8110726643598616,18.89273356401384,0.15476190476190477,0.3939393939393939,0.22222222222222224,0.20837165525746842,24.26773738861084,5.420224905014038
Logistic Regression (max_iter=25),LPB,0.8103806228373702,18.961937716262977,0.44047619047619047,0.45491803278688525,0.4475806451612903,0.2979584167321702,1.0618667602539062,0.01559901237487793
Logistic Regression (max_iter=400),LPB,0.8089965397923875,19.10034602076125,0.4444444444444444,0.45161290322580644,0.44799999999999995,0.2976026590269251,1.9596138000488281,0.017928123474121094
Logistic Regression (max_iter=200),LPB,0.8089965397923875,19.10034602076125,0.4444444444444444,0.45161290322580644,0.44799999999999995,0.2976026590269251,1.9406101703643799,0.009439229965209961
Linear SVC,LPB,0.8034602076124567,19.653979238754328,0.45634920634920634,0.4389312977099237,0.4474708171206226,0.2951156379330658,25.329992532730103,0.018174171447753906
Random Forest (n_estimators=3),SIFT,0.7937716262975778,20.62283737024222,0.21031746031746032,0.34868421052631576,0.2623762376237624,0.21105064058647194,0.6188769340515137,0.005974531173706055
Random Forest (n_estimators=3),ORB,0.7923875432525952,20.76124567474048,0.1984126984126984,0.33783783783783783,0.25,0.2068237045745696,0.1717078685760498,0.003637075424194336
SVC (kernel=sigmoid),DAISY,0.7916955017301038,20.830449826989618,0.3412698412698413,0.3891402714932127,0.3636363636363636,0.24768073141775565,173.39747858047485,40.51414394378662
Linear SVC,ORB,0.7875432525951557,21.245674740484432,0.3412698412698413,0.3788546255506608,0.35908141962421714,0.24417055065958315,9.568382263183594,0.012089729309082031
Decision Tree,SIFT,0.7737024221453287,22.62975778546713,0.3611111111111111,0.3540856031128405,0.3575638506876228,0.23928293068963302,26.496617317199707,0.005170345306396484
Decision Tree,ORB,0.7598615916955017,24.01384083044983,0.3611111111111111,0.3285198555956679,0.34404536862003776,0.23005085519732066,3.152055025100708,0.008969783782958984
SVC (kernel=sigmoid),LPB,0.7453287197231834,25.467128027681664,0.16666666666666666,0.21,0.18584070796460175,0.1803287197231834,29.87524104118347,7.107189893722534
SVC (kernel=sigmoid),PIXEL,0.669204152249135,33.0795847750865,0.051587301587301584,0.051587301587301584,0.051587301587301584,0.16805917356049174,32.109142780303955,7.756485462188721
